subject,type,super_subject
birthday party,primary,birthday party
birthplace,primary,birthplace
bisexual,primary,bisexual
bishop,primary,bishop
bismuth,primary,bismuth
bison,primary,bison
bisque,primary,bisque
bit,primary,bit
bite,primary,bite
bitter,primary,bitter
bitter end,primary,bitter end
bitterness,primary,bitterness
black belt,primary,black belt
black bile,primary,black bile
black hole,primary,black hole
black kite,primary,black kite
black mamba,primary,black mamba
black market,primary,black market
black rhinoceros,primary,black rhinoceros
black turnstone,primary,black turnstone
blackberry,primary,blackberry
blackbird,primary,blackbird
blackboard,primary,blackboard
blackboard eraser,primary,blackboard eraser
blackjack oak,primary,blackjack oak
blacklist,primary,blacklist
blackmail,primary,blackmail
blackout,primary,blackout
blacksmith,primary,blacksmith
bladder,primary,bladder
blame,primary,blame
blancmange,primary,blancmange
blank,primary,blank
blanket,primary,blanket
blare,primary,blare
blast furnace,primary,blast furnace
blastocoel,primary,blastocoel
blaxploitation,primary,blaxploitation
bleach,primary,bleach
bleachers,primary,bleachers
bleat,primary,bleat
bleeding,primary,bleeding
bleeding heart,primary,bleeding heart
blemish,primary,blemish
blend,primary,blend
blender,primary,blender
blepharospasm,primary,blepharospasm
blessing,primary,blessing
blight,primary,blight
blimp,primary,blimp
blind,primary,blind
blind date,primary,blind date
blind spot,primary,blind spot
blindness,primary,blindness
blink,primary,blink
blinker,primary,blinker
blintze,primary,blintze
blip,primary,blip
bliss,primary,bliss
blister,primary,blister
blister beetle,primary,blister beetle
blitz,primary,blitz
blizzard,primary,blizzard
bloat,primary,bloat
blob,primary,blob
bloc,primary,bloc
block,primary,block
blockade,primary,blockade
blockage,primary,blockage
blocker,primary,blocker
blog,primary,blog
blogger,primary,blogger
blonde,primary,blonde
blood cell,primary,blood cell
blood clot,primary,blood clot
blood dyscrasia,primary,blood dyscrasia
blood money,primary,blood money
blood poisoning,primary,blood poisoning
blood pressure,primary,blood pressure
blood test,primary,blood test
bloodhound,primary,bloodhound
bloodstone,primary,bloodstone
bloodstream,primary,bloodstream
bloom,primary,bloom
blotter,primary,blotter
blouse,primary,blouse
blowback,primary,blowback
blowing,primary,blowing
blt,primary,blt
blue book,primary,blue book
blue cheese dressing,primary,blue cheese dressing
blue jay,primary,blue jay
blue point,primary,blue point
blue ribbon,primary,blue ribbon
blueberry,primary,blueberry
bluefin tuna,primary,bluefin tuna
bluefish,primary,bluefish
bluegill,primary,bluegill
bluegrass,primary,bluegrass
blueprint,primary,blueprint
blues,primary,blues
bluestone,primary,bluestone
bluff,primary,bluff
blur,primary,blur
blush wine,primary,blush wine
boa constrictor,primary,boa constrictor
board game,primary,board game
boarding,primary,boarding
boarding pass,primary,boarding pass
boardwalk,primary,boardwalk
boat,primary,boat
boat race,primary,boat race
boater,primary,boater
boathouse,primary,boathouse
boating,primary,boating
boatyard,primary,boatyard
bobber,primary,bobber
bobbin,primary,bobbin
bobby,primary,bobby
bobby pin,primary,bobby pin
bobcat,primary,bobcat
bobsled,primary,bobsled
bobsledding,primary,bobsledding
bobwhite,primary,bobwhite
bocce,primary,bocce
bodice,primary,bodice
bodily process,primary,bodily process
body,primary,body
body hair,primary,body hair
body language,primary,body language
body lotion,primary,body lotion
body louse,primary,body louse
body part,primary,body part
body waste,primary,body waste
bodyguard,primary,bodyguard
bodywork,primary,bodywork
bofors gun,primary,bofors gun
bog,primary,bog
bogey,primary,bogey
bohemian,primary,bohemian
bohrium,primary,bohrium
boil,primary,boil
boiled egg,primary,boiled egg
boiler,primary,boiler
boilerplate,primary,boilerplate
boiling,primary,boiling
boiling point,primary,boiling point
boldness,primary,boldness
bolero,primary,bolero
bolivia,primary,bolivia
bologna,primary,bologna
bolster,primary,bolster
bomb,primary,bomb
bomber,primary,bomber
bombshell,primary,bombshell
bondage,primary,bondage
bondholder,primary,bondholder
bonding,primary,bonding
bone,primary,bone
bone cell,primary,bone cell
bone marrow,primary,bone marrow
bones,primary,bones
bonfire,primary,bonfire
bong,primary,bong
bongo,primary,bongo
bonito,primary,bonito
bonobo,primary,bonobo
bonus,primary,bonus
bony labyrinth,primary,bony labyrinth
boo,primary,boo
booby,primary,booby
boodle,primary,boodle
boogie,primary,boogie
book fair,primary,book fair
bookcase,primary,bookcase
bookend,primary,bookend
booklet,primary,booklet
bookmaker,primary,bookmaker
bookmark,primary,bookmark
bookshelf,primary,bookshelf
bookshop,primary,bookshop
boolean algebra,primary,boolean algebra
boom,primary,boom
boomerang,primary,boomerang
boost,primary,boost
boot camp,primary,boot camp
booth,primary,booth
bootstrap,primary,bootstrap
borage,primary,borage
borax,primary,borax
border,primary,border
border collie,primary,border collie
border terrier,primary,border terrier
borderland,primary,borderland
bore,primary,bore
boredom,primary,boredom
boric acid,primary,boric acid
boring,primary,boring
bornite,primary,bornite
boron,primary,boron
borough,primary,borough
borrelia,primary,borrelia
borrelia burgdorferi,primary,borrelia burgdorferi
borrowing,primary,borrowing
borzoi,primary,borzoi
boston cream pie,primary,boston cream pie
botanist,primary,botanist
botfly,primary,botfly
bottle,primary,bottle
bottle collection,primary,bottle collection
bottle opener,primary,bottle opener
bottlecap,primary,bottlecap
bottled water,primary,bottled water
bottling plant,primary,bottling plant
bouillon,primary,bouillon
boulder,primary,boulder
bouncer,primary,bouncer
boundary,primary,boundary
bouquet,primary,bouquet
bourbon,primary,bourbon
bovine,primary,bovine
bow,primary,bow
bowerbird,primary,bowerbird
bowfin,primary,bowfin
bowling,primary,bowling
bowling ball,primary,bowling ball
bowling green,primary,bowling green
box,primary,box
box office,primary,box office
box spring,primary,box spring
box wrench,primary,box wrench
boxing,primary,boxing
boxing glove,primary,boxing glove
boxing match,primary,boxing match
boxing ring,primary,boxing ring
boy,primary,boy
boy scout,primary,boy scout
boycott,primary,boycott
boyfriend,primary,boyfriend
boysenberry,primary,boysenberry
bra,primary,bra
brachial artery,primary,brachial artery
brachial plexus,primary,brachial plexus
bracken,primary,bracken
bracket,primary,bracket
brad,primary,brad
bradypus tridactylus,primary,bradypus tridactylus
brag,primary,brag
braggadocio,primary,braggadocio
brahman,primary,brahman
braid,primary,braid
brail,primary,brail
brain,primary,brain
brain disorder,primary,brain disorder
brainstem,primary,brainstem
brake drum,primary,brake drum
brake shoe,primary,brake shoe
branching,primary,branching
branchlet,primary,branchlet
brandy,primary,brandy
brant,primary,brant
brass,primary,brass
brass family,primary,brass family
brattice,primary,brattice
bratwurst,primary,bratwurst
brave,primary,brave
brawn,primary,brawn
bray,primary,bray
brazil nut,primary,brazil nut
brazilwood,primary,brazilwood
bread dough,primary,bread dough
breadfruit,primary,breadfruit
breadstick,primary,breadstick
break,primary,break
breakage,primary,breakage
breakfast,primary,breakfast
breaking point,primary,breaking point
breakwater,primary,breakwater
bream,primary,bream
breast,primary,breast
breaststroke,primary,breaststroke
breath,primary,breath
breathing,primary,breathing
breathing device,primary,breathing device
breed,primary,breed
breeder,primary,breeder
breeding,primary,breeding
brew,primary,brew
brewer,primary,brewer
brewery,primary,brewery
briard,primary,briard
bribe,primary,bribe
bribery,primary,bribery
brick,primary,brick
bricklayer,primary,bricklayer
bride,primary,bride
bridesmaid,primary,bridesmaid
bridge,primary,bridge
bridgehead,primary,bridgehead
bridle,primary,bridle
brief,primary,brief
briefcase,primary,briefcase
brig,primary,brig
brigade,primary,brigade
brim,primary,brim
brimstone,primary,brimstone
brink,primary,brink
brioche,primary,brioche
bristle,primary,bristle
british pound,primary,british pound
brittle,primary,brittle
brittle star,primary,brittle star
broad,primary,broad
broad bean,primary,broad bean
broadcast,primary,broadcast
broadcast journalist,primary,broadcast journalist
broadcast medium,primary,broadcast medium
broadcasting studio,primary,broadcasting studio
broccoli,primary,broccoli
broccoli rabe,primary,broccoli rabe
broiler,primary,broiler
broiling,primary,broiling
brokerage,primary,brokerage
bromine,primary,bromine
bromophenol blue,primary,bromophenol blue
bromothymol blue,primary,bromothymol blue
bronchial artery,primary,bronchial artery
bronchiole,primary,bronchiole
bronchitis,primary,bronchitis
bronchoscope,primary,bronchoscope
bronchospasm,primary,bronchospasm
bronchus,primary,bronchus
bronze,primary,bronze
bronze medal,primary,bronze medal
brooch,primary,brooch
brood,primary,brood
brook,primary,brook
broomstick,primary,broomstick
brothel,primary,brothel
brotherhood,primary,brotherhood
brougham,primary,brougham
brown,primary,brown
brownstone,primary,brownstone
browse,primary,browse
browser,primary,browser
brucellosis,primary,brucellosis
brucine,primary,brucine
bruise,primary,bruise
brunch,primary,brunch
brunette,primary,brunette
brush,primary,brush
brussels sprout,primary,brussels sprout
brutalization,primary,brutalization
bse,primary,bse
bubble,primary,bubble
bubble bath,primary,bubble bath
bubo,primary,bubo
buccal artery,primary,buccal artery
bucket,primary,bucket
bucket shop,primary,bucket shop
buckwheat,primary,buckwheat
bud,primary,bud
buddy,primary,buddy
budget,primary,budget
budgie,primary,budgie
buff,primary,buff
buffalo wing,primary,buffalo wing
buffet,primary,buffet
bufflehead,primary,bufflehead
buffoonery,primary,buffoonery
bufo,primary,bufo
bug,primary,bug
buggy,primary,buggy
bugle,primary,bugle
builder,primary,builder
building,primary,building
building code,primary,building code
building permit,primary,building permit
building society,primary,building society
buildup,primary,buildup
bulbul,primary,bulbul
bulge,primary,bulge
bulimia,primary,bulimia
bulk,primary,bulk
bull,primary,bull
bull mastiff,primary,bull mastiff
bulldog,primary,bulldog
bulldog clip,primary,bulldog clip
bulldozer,primary,bulldozer
bullet,primary,bullet
bullet train,primary,bullet train
bulletproof vest,primary,bulletproof vest
bullfighting,primary,bullfighting
bullfrog,primary,bullfrog
bullhorn,primary,bullhorn
bullock,primary,bullock
bullpen,primary,bullpen
bullshit,primary,bullshit
bully,primary,bully
bullying,primary,bullying
bumblebee,primary,bumblebee
bumper,primary,bumper
bun,primary,bun
bunch,primary,bunch
bunco,primary,bunco
bundling,primary,bundling
bung,primary,bung
bungalow,primary,bungalow
bungler,primary,bungler
bunk,primary,bunk
bunker,primary,bunker
bunny,primary,bunny
bunt,primary,bunt
bunting,primary,bunting
buoy,primary,buoy
bur,primary,bur
burbot,primary,burbot
burden,primary,burden
bureaucracy,primary,bureaucracy
bureaucrat,primary,bureaucrat
burglar,primary,burglar
burgundy,primary,burgundy
burial,primary,burial
burlap,primary,burlap
burner,primary,burner
burning,primary,burning
burrito,primary,burrito
burro,primary,burro
burrow,primary,burrow
bursa,primary,bursa
bursitis,primary,bursitis
bus,primary,bus
bus driver,primary,bus driver
bus stop,primary,bus stop
bus terminal,primary,bus terminal
busbar,primary,busbar
busboy,primary,busboy
bushbaby,primary,bushbaby
bushel,primary,bushel
bushman,primary,bushman
business,primary,business
business activity,primary,business activity
business card,primary,business card
business people,primary,business people
business suit,primary,business suit
businessmen,primary,businessmen
businesswoman,primary,businesswoman
bust,primary,bust
bustle,primary,bustle
